Plate,Plate Row,Plate Column,Well,Transposon Coordinates,Transposon Locatabilities,Features Disrupted,Distances of Transposon from Translation Starts,Fractional Distances of Transposon from Translation Starts,Locus Tags,Voigt Score
30,PR02,PC10,H4,"1070967","ambiguous","","294","0.37","RAST2:fig|442.17.peg.1952","0.0021760749847826153"
30,PR02,PC10,H5,"1030559, 3416035.0","ambiguous, unambiguous",", ","1576,43","0.45, 0.14","RAST2:fig|442.17.peg.1912, RAST2:fig|442.17.peg.1723","0.004681586754702919, merged"
30,PR02,PC10,H6,"403447","ambiguous","None","NA","NA","None","0.0030795574438245476"
30,PR02,PC10,H7,"","","","","","",""
30,PR02,PC10,H8,"410577, 824939, 1070967","unambiguous, ambiguous, ambiguous",", , ","712,377,294","0.33, 0.40, 0.37","RAST2:fig|442.17.peg.1188, RAST2:fig|442.17.peg.1692, RAST2:fig|442.17.peg.1952","0.0012952272762880037, 0.003749169395114066, 0.002875046862615158"
30,PR02,PC10,H9,"2257391","ambiguous","","572","0.66","RAST2:fig|442.17.peg.3104","0.000346636038974168"
30,PR02,PC10,H10,"528312, 3289718","unambiguous, ambiguous",", ","172,1305","0.17, 0.64","RAST2:fig|442.17.peg.1408, RAST2:fig|442.17.peg.821","0.0009231743937741679, 0.004186313707882708"
30,PR02,PC10,H11,"2225307, 3289718","ambiguous, ambiguous",", ","234,1305","0.63, 0.64","RAST2:fig|442.17.peg.3065, RAST2:fig|442.17.peg.821","4.1261137350797014e-10, 0.004930270903486364"
30,PR02,PC10,H12,"2382001","unambiguous","None","NA","NA","None","1.095188847633654e-05"
31,PR02,PC11,A1,"2907265","ambiguous","","355","0.57","RAST2:fig|442.17.peg.459","8.805252760906191e-05"
31,PR02,PC11,A2,"2333800","ambiguous","","1069","1.00","RAST2:fig|442.17.peg.3185","0.0033742218745824214"
31,PR02,PC11,A3,"","","","","","",""
31,PR02,PC11,A4,"","","","","","",""
31,PR02,PC11,A5,"2268141, 2907265","unambiguous, ambiguous","None, ","NA,355","NA, 0.57","None, RAST2:fig|442.17.peg.459","0.00038955034263313764, 0.0001183124437135395"
31,PR02,PC11,A6,"567194, 1930396, 2957335","ambiguous, ambiguous, ambiguous",", , ","770,1936,685","0.62, 1.00, 0.64","RAST2:fig|442.17.peg.1443, RAST2:fig|442.17.peg.2777, RAST2:fig|442.17.peg.505","5.82560879835777e-13, 2.867264102372697e-13, 0.002323914556510593"
31,PR02,PC11,A7,"2137629, 2342451","unambiguous, unambiguous",", None","292,NA","0.32, NA","RAST2:fig|442.17.peg.2968, None","1.9380780602467095e-11, 0.0009665501578285279"
31,PR02,PC11,A8,"1140280","ambiguous","","672","0.30","RAST2:fig|442.17.peg.2012","0.00038823872823471467"
31,PR02,PC11,A9,"1836703, 3204899","ambiguous, unambiguous",", ","1176,799","0.76, 0.72","RAST2:fig|442.17.peg.2691, RAST2:fig|442.17.peg.722","0.0058284853556617704, 0.0013964981121152565"
31,PR02,PC11,A10,"873510","ambiguous","","1413","0.82","RAST2:fig|442.17.peg.1765","0.00012960804362175323"
31,PR02,PC11,A11,"1930396","ambiguous","","1936","1.00","RAST2:fig|442.17.peg.2777","1.4102298823290277e-05"
31,PR02,PC11,A12,"1855421","unambiguous","","948","0.92","RAST2:fig|442.17.peg.2703","1.688539001328962e-05"
31,PR02,PC11,B1,"45954","unambiguous","","700","0.48","RAST2:fig|442.17.peg.875","0.0005082495569248441"
31,PR02,PC11,B2,"","","","","","",""
31,PR02,PC11,B3,"542129","unambiguous","","361","0.38","RAST2:fig|442.17.peg.1419","1.2108535444128123e-06"
31,PR02,PC11,B4,"236172","ambiguous","","584","0.56","RAST2:fig|442.17.peg.1044","5.387906668378532e-05"
31,PR02,PC11,B5,"3032369","unambiguous","","508","0.54","RAST2:fig|442.17.peg.566","0.00536305265459902"
31,PR02,PC11,B6,"","","","","","",""
31,PR02,PC11,B7,"6892","ambiguous","","358","0.37","RAST2:fig|442.17.peg.842","-1.0299613626562615e-14"
31,PR02,PC11,B8,"1971891","unambiguous","","1863","0.85","RAST2:fig|442.17.peg.2823","0.001575606336794007"
31,PR02,PC11,B9,"1403803","ambiguous","None","NA","NA","None","1.129615652047307e-06"
31,PR02,PC11,B10,"","","","","","",""
31,PR02,PC11,B11,"","","","","","",""
31,PR02,PC11,B12,"","","","","","",""
31,PR02,PC11,C1,"1718320","unambiguous","","1972","0.83","RAST2:fig|442.17.peg.2570","1.3529905972150914e-05"
31,PR02,PC11,C2,"3394858","ambiguous","","408","0.77","RAST2:fig|442.17.peg.1304","0.000120004710778035"
31,PR02,PC11,C3,"638564, 1493863","unambiguous, ambiguous",", ","637,665","0.76, 0.49","RAST2:fig|442.17.peg.1511, RAST2:fig|442.17.peg.2355","1.0765293295527963e-05, 0.0005529549834578486"
31,PR02,PC11,C4,"1943256, 2745117, 2960773","unambiguous, unambiguous, ambiguous",", None, ","956,NA,302","0.78, NA, 0.36","RAST2:fig|442.17.peg.2791, None, RAST2:fig|442.17.peg.509","1.5629640709849598e-05, 2.0850341384426122e-11, 0.0005947016123761096"
31,PR02,PC11,C5,"","","","","","",""
31,PR02,PC11,C6,"2725007","unambiguous","","1117","0.54","RAST2:fig|442.17.peg.275","-2.0638753225731133e-11"
31,PR02,PC11,C7,"2492675","unambiguous","","616","0.62","RAST2:fig|442.17.peg.36","1.0353534295116187e-08"
31,PR02,PC11,C8,"","","","","","",""
31,PR02,PC11,C9,"2956025, 3414734","unambiguous, ambiguous",", ","140,71","0.13, 0.04","RAST2:fig|442.17.peg.504, RAST2:fig|442.17.peg.1319","0.003616768722902848, 0.0010940247479336882"
31,PR02,PC11,C10,"854126","unambiguous","","3334","0.88","RAST2:fig|442.17.peg.1748","0.004126264113931233"
31,PR02,PC11,C11,"2017998","unambiguous","","594","0.40","RAST2:fig|442.17.peg.2854","0.001348989024609715"
31,PR02,PC11,C12,"","","","","","",""
31,PR02,PC11,D1,"3265150","ambiguous","","91","0.15","RAST2:fig|442.17.peg.787","0.000421393762767618"
31,PR02,PC11,D2,"751214.0","unambiguous","None","NA","NA","None","merged"
31,PR02,PC11,D3,"770662.0, 836437, 2513219","unambiguous, ambiguous, ambiguous","None, , ","NA,993,784","NA, 0.61, 0.85","None, RAST2:fig|442.17.peg.1703, RAST2:fig|442.17.peg.52","merged, -2.7889016325828135e-13, 0.003898281966650901"
31,PR02,PC11,D4,"2419319, 2836597","unambiguous, unambiguous",", ","1587,712","0.73, 0.68","RAST2:fig|442.17.peg.3276, RAST2:fig|442.17.peg.392","3.077192185732033e-06, 2.754356961000824e-05"
31,PR02,PC11,D5,"941518","ambiguous","None","NA","NA","None","1.7522022189151616e-06"
31,PR02,PC11,D6,"3422513","unambiguous","","312","0.19","RAST2:fig|442.17.peg.1730","2.886517051992156e-05"
31,PR02,PC11,D7,"1350104","ambiguous","","262","0.59","RAST2:fig|442.17.peg.2233","0.0035992204649633844"
31,PR02,PC11,D8,"2513219","ambiguous","","784","0.85","RAST2:fig|442.17.peg.52","0.004651614676572644"
31,PR02,PC11,D9,"274750, 2647627","unambiguous, unambiguous",", ","538,729","0.38, 0.78","RAST2:fig|442.17.peg.1074, RAST2:fig|442.17.peg.181","5.2246460110316256e-05, 2.962274106510511e-09"
31,PR02,PC11,D10,"2214257","unambiguous","","616","0.76","RAST2:fig|442.17.peg.3048","0.00223688249426122"
31,PR02,PC11,D11,"","","","","","",""
31,PR02,PC11,D12,"1350104","ambiguous","","262","0.59","RAST2:fig|442.17.peg.2233","0.0019023146598714418"
31,PR02,PC11,E1,"","","","","","",""
31,PR02,PC11,E2,"1110235.0, 1845809, 2062933","unambiguous, ambiguous, ambiguous",", None, ","1311,NA,1041","0.90, NA, 0.66","RAST2:fig|442.17.peg.1981, None, RAST2:fig|442.17.peg.2903","merged, 0.00041461993369198107, 0.004831497631096072"
31,PR02,PC11,E3,"1670257, 2455282, 3100052","unambiguous, unambiguous, ambiguous","None, None, ","NA,NA,1287","NA, NA, 0.57","None, None, RAST2:fig|442.17.peg.629","0.004159686677045084, 2.6164729547856027e-11, 0.004574517336631928"
31,PR02,PC11,E4,"2940436","ambiguous","","1024","0.62","RAST2:fig|442.17.peg.490","0.004605023752645857"
31,PR02,PC11,E5,"1712973, 1845809, 3100052, 3393216","ambiguous, ambiguous, ambiguous, ambiguous",", None, , None","320,NA,1287,NA","0.63, NA, 0.57, NA","RAST2:fig|442.17.peg.2567, None, RAST2:fig|442.17.peg.629, None","0.004864878219704657, 0.0003948811885077182, 0.003473510952995818, 2.93854657154787e-11"
31,PR02,PC11,E6,"2544105, 3414734.0","ambiguous, ambiguous",", ","49,71","0.05, 0.04","RAST2:fig|442.17.peg.82, RAST2:fig|442.17.peg.1319","0.004821557108701192, merged"
31,PR02,PC11,E7,"","","","","","",""
31,PR02,PC11,E8,"","","","","","",""
31,PR02,PC11,E9,"1834396, 2402384, 3414734","ambiguous, unambiguous, ambiguous","None, , ","NA,288,71","NA, 0.48, 0.04","None, RAST2:fig|442.17.peg.3255, RAST2:fig|442.17.peg.1319","0.002734945094353135, 5.62610941599655e-12, 0.0015827003999725458"
31,PR02,PC11,E10,"613984","unambiguous","","103","0.19","RAST2:fig|442.17.peg.1484","6.124008923245118e-05"
31,PR02,PC11,E11,"","","","","","",""
31,PR02,PC11,E12,"","","","","","",""
31,PR02,PC11,F1,"90759","ambiguous","","1374","0.43","RAST2:fig|442.17.peg.906","1.0314479549440973e-11"
31,PR02,PC11,F2,"3384709","unambiguous","None","NA","NA","None","0.0021706825066079576"
31,PR02,PC11,F3,"","","","","","",""
31,PR02,PC11,F4,"2034192","unambiguous","","110","0.20","RAST2:fig|442.17.peg.2872","0.0023499313190212417"
31,PR02,PC11,F5,"859280","unambiguous","","480","0.79","RAST2:fig|442.17.peg.1750","0.003746643125700794"
31,PR02,PC11,F6,"","","","","","",""
31,PR02,PC11,F7,"1882882, 2203600","ambiguous, ambiguous",", ","475,1567","0.46, 0.97","RAST2:fig|442.17.peg.2730, RAST2:fig|442.17.peg.3036","0.001910457497532536, 4.2996225523502685e-11"
31,PR02,PC11,F8,"118609","ambiguous","","1092","0.97","RAST2:fig|442.17.peg.933","0.0029957455796994423"
31,PR02,PC11,F9,"2582412","ambiguous","","1686","0.50","RAST2:fig|442.17.peg.117","2.73938050952414e-05"
31,PR02,PC11,F10,"1450745","unambiguous","None","NA","NA","None","0.0009162232984859353"
31,PR02,PC11,F11,"253835, 1958912, 1985376","unambiguous, ambiguous, ambiguous",", , ","422,363,150","0.13, 0.20, 0.40","RAST2:fig|442.17.peg.1055, RAST2:fig|442.17.peg.2805, RAST2:fig|442.17.peg.2830","0.004429449052391724, 4.611879866406251e-13, 1.2253551261443815e-12"
31,PR02,PC11,F12,"3220334","unambiguous","","851","0.73","RAST2:fig|442.17.peg.746","0.0007402325308681933"
31,PR02,PC11,G1,"3367385","ambiguous","","726","0.61","RAST2:fig|442.17.peg.1282","0.0020089976176803"
31,PR02,PC11,G2,"2915957","ambiguous","","435","0.33","RAST2:fig|442.17.peg.465","0.0016081894160900295"
31,PR02,PC11,G3,"1778587, 3188152","ambiguous, ambiguous",", ","748,543","0.39, 0.86","RAST2:fig|442.17.peg.2630, RAST2:fig|442.17.peg.711","0.005441845690800151, 1.6040745416270188e-05"
31,PR02,PC11,G4,"714589, 2826933","ambiguous, ambiguous",", ","481,151","0.40, 0.10","RAST2:fig|442.17.peg.1587, RAST2:fig|442.17.peg.383","0.0037244775055584735, 0.0005317174315523885"
31,PR02,PC11,G5,"862131","ambiguous","None","NA","NA","None","1.300643668472269e-06"
31,PR02,PC11,G6,"618248, 1747835, 2727231","ambiguous, ambiguous, unambiguous",", , ","957,326,179","0.49, 0.25, 0.13","RAST2:fig|442.17.peg.1488, RAST2:fig|442.17.peg.2596, RAST2:fig|442.17.peg.278","0.004553274213776419, 0.0028722778216746323, 0.0018945644872745118"
31,PR02,PC11,G7,"93758, 517850, 618248, 1723637, 1778587","unambiguous, ambiguous, ambiguous, ambiguous, ambiguous",", , , , ","1149,293,957,1129,748","0.97, 0.47, 0.49, 0.62, 0.39","RAST2:fig|442.17.peg.907, RAST2:fig|442.17.peg.1392, RAST2:fig|442.17.peg.1488, RAST2:fig|442.17.peg.2573, RAST2:fig|442.17.peg.2630","0.002082796539180172, 0.0033056489266249734, 0.003737738572262305, 1.4577022502953933e-11, 0.005041349269526963"
31,PR02,PC11,G8,"1747835, 1974392, 2915957","ambiguous, unambiguous, ambiguous",", , ","326,82,435","0.25, 0.21, 0.33","RAST2:fig|442.17.peg.2596, RAST2:fig|442.17.peg.2824, RAST2:fig|442.17.peg.465","0.0024992400920340386, 0.0029803153247175643, 0.0032924776662575962"
31,PR02,PC11,G9,"1720235, 2649351","ambiguous, unambiguous",", ","1179,759","0.49, 0.53","RAST2:fig|442.17.peg.2571, RAST2:fig|442.17.peg.182","7.022871033791032e-13, 0.0017112147185359319"
31,PR02,PC11,G10,"517850, 1153897","ambiguous, ambiguous",", ","293,190","0.47, 0.35","RAST2:fig|442.17.peg.1392, RAST2:fig|442.17.peg.2026","0.0014159574394145354, 0.0016666289318995942"
31,PR02,PC11,G11,"925189, 3188152","ambiguous, ambiguous",", ","3813,543","0.96, 0.86","RAST2:fig|442.17.peg.1814, RAST2:fig|442.17.peg.711","0.0039901147032052105, 1.3216008985598778e-05"
31,PR02,PC11,G12,"1153897","ambiguous","","190","0.35","RAST2:fig|442.17.peg.2026","0.0013811115759675943"
31,PR02,PC11,H1,"2107206, 3265150","ambiguous, ambiguous",", ","301,91","0.22, 0.15","RAST2:fig|442.17.peg.2942, RAST2:fig|442.17.peg.787","0.0030978195635956896, 2.4261149510242295e-05"
31,PR02,PC11,H2,"2107206","ambiguous","","301","0.22","RAST2:fig|442.17.peg.2942","0.005273659961716617"
31,PR02,PC11,H3,"590920","ambiguous","","742","0.37","RAST2:fig|442.17.peg.1465","0.004649329634986986"
31,PR02,PC11,H4,"1363926, 2496609","ambiguous, ambiguous",", ","567,361","0.54, 0.24","RAST2:fig|442.17.peg.2243, RAST2:fig|442.17.peg.40","0.0034333615805720403, 0.0023401976187305273"
31,PR02,PC11,H5,"2605970","unambiguous","","149","0.09","RAST2:fig|442.17.peg.141","0.0017730643630354634"
31,PR02,PC11,H6,"186302, 2496608","unambiguous, ambiguous",", ","841,362","0.36, 0.24","RAST2:fig|442.17.peg.1004, RAST2:fig|442.17.peg.40","4.0057594680078395e-11, 0.0021717926522679975"
31,PR02,PC11,H7,"960861, 3136456","unambiguous, ambiguous",", ","129,1186","0.15, 0.92","RAST2:fig|442.17.peg.1855, RAST2:fig|442.17.peg.665","0.0023422980861262563, 0.0023967718902779597"
31,PR02,PC11,H8,"118609, 2497336, 2513219","ambiguous, unambiguous, ambiguous",", , ","1092,661,784","0.97, 0.65, 0.85","RAST2:fig|442.17.peg.933, RAST2:fig|442.17.peg.41, RAST2:fig|442.17.peg.52","0.002723949542342124, 2.3215677713109098e-08, 0.003694921466875481"
31,PR02,PC11,H9,"1405760, 3148722","ambiguous, unambiguous",", ","1947,298","0.97, 0.46","RAST2:fig|442.17.peg.2278, RAST2:fig|442.17.peg.678","0.0005259655822596086, 0.0011679731061708966"
31,PR02,PC11,H10,"362864","unambiguous","","118","0.34","RAST2:fig|442.17.peg.1148","0.0007958185557053229"
31,PR02,PC11,H11,"311881","unambiguous","","1372","0.38","RAST2:fig|442.17.peg.1106","0.003530827249397269"
31,PR02,PC11,H12,"1732720, 2496609, 3382897","unambiguous, ambiguous, unambiguous",", , ","468,361,164","0.46, 0.24, 0.28","RAST2:fig|442.17.peg.2577, RAST2:fig|442.17.peg.40, RAST2:fig|442.17.peg.1295","6.951994515680593e-05, 0.002336603729140035, 1.1772217936703127e-12"
32,PR02,PC12,A1,"2368058, 3174418.0","unambiguous, unambiguous",", None","426,NA","0.30, NA","RAST2:fig|442.17.peg.3224, None","6.468170776841703e-10, merged"
32,PR02,PC12,A2,"1515510","unambiguous","","370","0.30","RAST2:fig|442.17.peg.2374","9.21533641018351e-05"
32,PR02,PC12,A3,"1804497, 3146145","ambiguous, unambiguous",", ","291,735","0.18, 0.84","RAST2:fig|442.17.peg.2651, RAST2:fig|442.17.peg.675","0.00535003639731172, 1.1622310965078702e-05"
32,PR02,PC12,A4,"817330","unambiguous","","331","0.15","RAST2:fig|442.17.peg.1684","3.4696103297945855e-05"
32,PR02,PC12,A5,"3096891","unambiguous","","1168","0.78","RAST2:fig|442.17.peg.627","3.60593738421852e-05"
32,PR02,PC12,A6,"873917, 1167288","ambiguous, unambiguous",", ","485,133","0.90, 0.11","RAST2:fig|442.17.peg.1766, RAST2:fig|442.17.peg.2044","0.0018290452625233183, 0.0007232117311624414"
32,PR02,PC12,A7,"1291486, 2041404","ambiguous, ambiguous",", ","2408,534","0.82, 0.89","RAST2:fig|442.17.peg.2175, RAST2:fig|442.17.peg.2880","0.005511134824131069, 3.7158070157456164e-13"
32,PR02,PC12,A8,"2774927","ambiguous","","435","0.19","RAST2:fig|442.17.peg.333","0.0009609751319840889"
32,PR02,PC12,A9,"442491, 1405760, 1836703, 2859039","unambiguous, ambiguous, ambiguous, unambiguous",", , , ","641,1947,1176,1598","0.19, 0.97, 0.76, 0.63","RAST2:fig|442.17.peg.1325, RAST2:fig|442.17.peg.2278, RAST2:fig|442.17.peg.2691, RAST2:fig|442.17.peg.414","-7.885445733998272e-10, 0.0003340244113871172, 0.00575156418738581, 0.0008873570571707914"
32,PR02,PC12,A10,"185327, 3399172","unambiguous, unambiguous",", ","1816,229","0.78, 0.35","RAST2:fig|442.17.peg.1004, RAST2:fig|442.17.peg.1310","6.700260954667289e-06, 2.0898967711129654e-10"
32,PR02,PC12,A11,"638267, 816952","unambiguous, ambiguous",", ","340,709","0.40, 0.32","RAST2:fig|442.17.peg.1511, RAST2:fig|442.17.peg.1684","0.0007249018394525222, 3.8607755398928866e-05"
32,PR02,PC12,A12,"1779287, 1804497, 2558285","unambiguous, ambiguous, ambiguous",", , None","48,291,NA","0.03, 0.18, NA","RAST2:fig|442.17.peg.2630, RAST2:fig|442.17.peg.2651, None","-2.8611552771215065e-11, 0.005308447127189764, 1.258386118643185e-09"
32,PR02,PC12,B1,"2368058","unambiguous","","426","0.30","RAST2:fig|442.17.peg.3224","1.6506722826299084e-05"
32,PR02,PC12,B2,"","","","","","",""
32,PR02,PC12,B3,"542129, 1690916, 1870324, 3410066","unambiguous, unambiguous, ambiguous, unambiguous",", , , None","361,92,462,NA","0.38, 0.08, 0.89, NA","RAST2:fig|442.17.peg.1419, RAST2:fig|442.17.peg.2546, RAST2:fig|442.17.peg.2718, None","-5.80910440991649e-13, -1.7720091676021873e-12, 7.048416779411651e-12, 7.655455846804646e-12"
32,PR02,PC12,B4,"2899696","unambiguous","","321","0.13","RAST2:fig|442.17.peg.451","6.778170260128232e-06"
32,PR02,PC12,B5,"","","","","","",""
32,PR02,PC12,B6,"2834815","ambiguous","","1693","0.87","RAST2:fig|442.17.peg.390","0.00020879843777715445"
32,PR02,PC12,B7,"","","","","","",""
32,PR02,PC12,B8,"748229, 3276417","unambiguous, unambiguous",", ","323,727","0.85, 0.52","RAST2:fig|442.17.peg.1616, RAST2:fig|442.17.peg.803","1.0467314605778046e-06, 5.747453209266773e-07"
32,PR02,PC12,B9,"","","","","","",""
32,PR02,PC12,B10,"","","","","","",""
32,PR02,PC12,B11,"","","","","","",""
32,PR02,PC12,B12,"2558285","ambiguous","None","NA","NA","None","6.433200153917412e-09"
32,PR02,PC12,C1,"","","","","","",""
32,PR02,PC12,C2,"","","","","","",""
32,PR02,PC12,C3,"2507741, 3008164","unambiguous, ambiguous",", ","1534,203","0.98, 0.84","RAST2:fig|442.17.peg.48, RAST2:fig|442.17.peg.552","1.43961949774609e-05, 1.7185244853786341e-12"
32,PR02,PC12,C4,"1877843","unambiguous","","879","1.00","RAST2:fig|442.17.peg.2724","1.5370658855423195e-05"
32,PR02,PC12,C5,"","","","","","",""
32,PR02,PC12,C6,"699545","unambiguous","","20","0.02","RAST2:fig|442.17.peg.1571","0.0018169227932401451"
32,PR02,PC12,C7,"","","","","","",""
32,PR02,PC12,C8,"1066064","unambiguous","","642","0.76","RAST2:fig|442.17.peg.1947","1.7014988782973647e-05"
32,PR02,PC12,C9,"442491","unambiguous","","641","0.19","RAST2:fig|442.17.peg.1325","0.0007730154448508772"
32,PR02,PC12,C10,"2241781","unambiguous","","718","0.14","RAST2:fig|442.17.peg.3081","8.333572250975472e-07"
32,PR02,PC12,C11,"145405","unambiguous","","700","0.83","RAST2:fig|442.17.peg.963","3.4420269928621586e-08"
32,PR02,PC12,C12,"1152143","unambiguous","","81","0.19","RAST2:fig|442.17.peg.2024","0.003915107096728377"
32,PR02,PC12,D1,"2662130","ambiguous","","1131","0.99","RAST2:fig|442.17.peg.201","0.005223512583082532"
32,PR02,PC12,D2,"","","","","","",""
32,PR02,PC12,D3,"1220060","unambiguous","","1089","0.79","RAST2:fig|442.17.peg.2097","0.0008117955522680161"
32,PR02,PC12,D4,"79940","ambiguous","","1914","0.83","RAST2:fig|442.17.peg.901","0.0006571821368421369"
32,PR02,PC12,D5,"568456, 3193636","ambiguous, ambiguous",", ","1613,701","0.81, 0.79","RAST2:fig|442.17.peg.1444, RAST2:fig|442.17.peg.714","0.002102748924234071, 9.863842772881602e-10"
32,PR02,PC12,D6,"1044267, 2061734","unambiguous, ambiguous",", ","402,494","0.52, 0.41","RAST2:fig|442.17.peg.1925, RAST2:fig|442.17.peg.2902","0.0016047506309430529, 0.004831313486401915"
32,PR02,PC12,D7,"1209114","unambiguous","None","NA","NA","None","0.000390906177064566"
32,PR02,PC12,D8,"1651113, 2412114, 2662130","ambiguous, unambiguous, ambiguous","None, , ","NA,534,1131","NA, 0.79, 0.99","None, RAST2:fig|442.17.peg.3270, RAST2:fig|442.17.peg.201","0.0007483219651338493, 0.0009369469984335493, 0.005357785318814103"
32,PR02,PC12,D9,"2007211","unambiguous","","470","0.41","RAST2:fig|442.17.peg.2845","0.0036530057260093685"
32,PR02,PC12,D10,"","","","","","",""
32,PR02,PC12,D11,"2027218","unambiguous","","1199","0.97","RAST2:fig|442.17.peg.2863","2.5173635934192327e-05"
32,PR02,PC12,D12,"846552","unambiguous","","463","0.48","RAST2:fig|442.17.peg.1711","0.0020781858091079948"
32,PR02,PC12,E1,"","","","","","",""
32,PR02,PC12,E2,"533043, 3350501","unambiguous, ambiguous",", None","1303,NA","0.88, NA","RAST2:fig|442.17.peg.1411, None","0.000323013941753834, 3.4260157026751242e-12"
32,PR02,PC12,E3,"845491, 2570914","unambiguous, unambiguous",", ","430,5539","0.26, 0.91","RAST2:fig|442.17.peg.1710, RAST2:fig|442.17.peg.112","5.3656294277875706e-11, 4.366751193470492e-12"
32,PR02,PC12,E4,"2140547, 2489162","ambiguous, ambiguous",", ","406,2290","0.24, 0.27","RAST2:fig|442.17.peg.2970, RAST2:fig|442.17.peg.35","0.0035309473789891387, 0.005162993768267779"
32,PR02,PC12,E5,"","","","","","",""
32,PR02,PC12,E6,"1866450, 2682539","ambiguous, ambiguous","None, ","NA,1712","NA, 0.80","None, RAST2:fig|442.17.peg.221","0.0049096191035921145, 0.0034564761681739166"
32,PR02,PC12,E7,"","","","","","",""
32,PR02,PC12,E8,"2799777","ambiguous","","1144","0.92","RAST2:fig|442.17.peg.354","0.000931215179333076"
32,PR02,PC12,E9,"2174901","ambiguous","","580","0.57","RAST2:fig|442.17.peg.3005","0.0022023240647050116"
32,PR02,PC12,E10,"","","","","","",""
32,PR02,PC12,E11,"2769474","unambiguous","","546","0.40","RAST2:fig|442.17.peg.330","2.838970795970166e-07"
32,PR02,PC12,E12,"","","","","","",""
32,PR02,PC12,F1,"1439429","unambiguous","None","NA","NA","None","2.9099932294222e-05"
32,PR02,PC12,F2,"1676259","ambiguous","None","NA","NA","None","0.0005949553973112957"
32,PR02,PC12,F3,"1262445","ambiguous","None","NA","NA","None","3.3064497449332834e-12"
32,PR02,PC12,F4,"2947326","ambiguous","","1176","0.93","RAST2:fig|442.17.peg.497","0.0020743543154280314"
32,PR02,PC12,F5,"2162779, 2476904","ambiguous, ambiguous",", ","774,2461","0.47, 0.74","RAST2:fig|442.17.peg.2992, RAST2:fig|442.17.peg.32","0.0002865762966056627, 0.0007100691268594331"
32,PR02,PC12,F6,"2993819","unambiguous","","247","0.39","RAST2:fig|442.17.peg.540","0.002572662958925472"
32,PR02,PC12,F7,"136284, 1658706, 2162779, 2947326","unambiguous, ambiguous, ambiguous, ambiguous",", , , ","494,561,774,1176","0.37, 0.45, 0.47, 0.93","RAST2:fig|442.17.peg.954, RAST2:fig|442.17.peg.2514, RAST2:fig|442.17.peg.2992, RAST2:fig|442.17.peg.497","0.0034173618321389244, 0.0023697157738596813, 0.0003526402153539289, 0.0022138533364025282"
32,PR02,PC12,F8,"3263261","unambiguous","","1035","0.79","RAST2:fig|442.17.peg.783","0.0009471604608883794"
32,PR02,PC12,F9,"","","","","","",""
32,PR02,PC12,F10,"2742206","unambiguous","","121","0.09","RAST2:fig|442.17.peg.300","0.0033926848427379168"
32,PR02,PC12,F11,"1658706, 1958912","ambiguous, ambiguous",", ","561,363","0.45, 0.20","RAST2:fig|442.17.peg.2514, RAST2:fig|442.17.peg.2805","0.0025464856349894276, 2.9385901632847143e-13"
32,PR02,PC12,F12,"420040, 1676259","unambiguous, ambiguous","None, None","NA,NA","NA, NA","None, None","2.3945504394879347e-05, 0.00013231508729734764"
32,PR02,PC12,G1,"","","","","","",""
32,PR02,PC12,G2,"1250290, 1855888","ambiguous, ambiguous",", ","300,481","0.58, 0.47","RAST2:fig|442.17.peg.2124, RAST2:fig|442.17.peg.2703","0.0008401396419262629, 0.0008918930504169866"
32,PR02,PC12,G3,"677631, 3434990","unambiguous, ambiguous",", ","606,30","0.89, 0.26","RAST2:fig|442.17.peg.1552, RAST2:fig|442.17.peg.1746","3.6924209187995845e-07, 3.1939167844707765e-12"
32,PR02,PC12,G4,"1855888, 2140547, 3411612","ambiguous, ambiguous, ambiguous",", , None","481,406,NA","0.47, 0.24, NA","RAST2:fig|442.17.peg.2703, RAST2:fig|442.17.peg.2970, None","0.0014832558382012501, 0.003602000211690658, 0.0022981458354169905"
32,PR02,PC12,G5,"637452, 829177","unambiguous, unambiguous",", ","349,129","0.57, 0.14","RAST2:fig|442.17.peg.1510, RAST2:fig|442.17.peg.1697","2.0558334930280843e-08, 0.0030968536736635864"
32,PR02,PC12,G6,"1981486","unambiguous","","3610","0.64","RAST2:fig|442.17.peg.2829","0.0012249698026567091"
32,PR02,PC12,G7,"1855888","ambiguous","","481","0.47","RAST2:fig|442.17.peg.2703","0.0005612458158733394"
32,PR02,PC12,G8,"922780, 1013949","ambiguous, ambiguous",", None","1404,NA","0.35, NA","RAST2:fig|442.17.peg.1814, None","0.003597960716062264, 0.003257176320670282"
32,PR02,PC12,G9,"","","","","","",""
32,PR02,PC12,G10,"","","","","","",""
32,PR02,PC12,G11,"930541","unambiguous","","511","0.38","RAST2:fig|442.17.peg.1822","8.401843918438429e-05"
32,PR02,PC12,G12,"1013949, 1250290","ambiguous, ambiguous","None, ","NA,300","NA, 0.58","None, RAST2:fig|442.17.peg.2124","0.0029221028388601434, 0.0007474254753042862"
32,PR02,PC12,H1,"","","","","","",""
32,PR02,PC12,H2,"1250290, 2601955","ambiguous, unambiguous",", ","300,137","0.58, 0.18","RAST2:fig|442.17.peg.2124, RAST2:fig|442.17.peg.138","0.0010074765675170295, 0.00042468482404940406"
