readAlignmentCoord,1,2,3,4,5,6,7,8,9,10,11,12,A,B,C,D,E,F,G,H,PC01,PC02,PC03,PC04,PC05,PC06,PC07,PC08,PC09,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PR01,PR02,PR03,PR04,PR05,PR06,PR07,PR08
1232511,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,1,0,47,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107,0,0
1232513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232514,0,0,1,1,0,1,0,0,0,0,118,0,0,0,0,0,59,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,56,0,0
1232515,0,0,0,77,0,0,0,0,0,0,0,0,0,0,5,0,0,0,54,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,26,0,0,0,42,0,0
1232519,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232620,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232622,0,0,0,0,0,0,0,2,36,0,0,38,0,0,0,19,64,0,0,0,0,167,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,68,0,1,0,29,0,55,0,0,0,1
1232623,0,0,2,0,0,0,1,456,0,0,0,0,0,0,0,1,160,0,0,0,0,1,326,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
1232626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1232680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1232681,0,0,0,0,0,0,0,0,73,0,1,0,0,2,0,0,0,0,208,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,301,0,0,0,0,130,0,0,0,0,1
1232683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233065,0,435,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,265,0,0,0,1,0,1369,6,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,124,0,0,0
1233066,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234036,0,0,0,61,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0
1234146,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,169,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0
1234201,0,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1234414,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
1234762,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,27
1234940,0,0,0,0,0,0,0,105,0,0,0,0,0,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,207,0,0,0,50,0,0,2,0,0
1235160,0,0,0,0,186,0,2,0,0,5,0,0,0,0,25,0,6,0,0,0,0,0,0,262,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,132,0,0,0,0,8,0,0,369
1235163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1235467,0,0,0,0,1,0,0,0,0,0,55,0,0,0,0,0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,78,0,0
1235872,0,0,0,178,0,0,2,0,0,0,0,0,0,3,34,0,2,0,0,0,0,0,0,1,0,0,0,0,758,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,78,0,0,0
1235873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236207,1,0,0,1,1,383,0,0,1,0,1,0,0,0,69,0,0,1,0,0,0,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0
1236208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1236268,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0,2,174,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124,0,0,0,0
1236270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1236879,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,7,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
1236880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1238311,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
1238312,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0
1238313,540,0,0,0,0,0,0,1,0,1,1,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,0,1472,3,0,0,7,0,0
1238314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1238605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1238606,3,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,1,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,1,0,0,0,0,13,0,0,0
1238607,277,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,211,0,579,2,0,3,0,0,2,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,385,1,0,0
1238632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1238633,0,0,0,0,0,0,0,0,23,0,3,0,0,0,0,0,41,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,13,0,3,0,0
1238634,0,0,0,0,0,2,0,1,0,0,422,0,0,0,0,0,0,445,0,0,0,4,0,5,0,1,0,0,0,1,0,0,0,0,842,0,1,0,0,0,0,0,0,0,0,280,0,0
1238637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1238887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1238888,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1238889,82,0,0,0,0,0,4,0,0,48,0,0,2,21,0,0,0,254,0,0,1,0,0,0,1,1,0,0,0,0,0,476,0,3,0,0,10,0,221,0,1,0,42,0,0,7,114,0
1238890,0,0,0,0,0,0,1200,0,1,2,2,1,246,0,0,0,0,2,0,1,0,2,0,0,4,0,0,1,0,1,0,8,3,0,0,0,1774,0,0,0,1,2,2,0,0,1228,0,0
1238891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
1238892,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1238893,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1238894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1238896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1238938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238939,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1238940,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12
1238941,0,0,0,776,45,0,0,0,0,4,3,0,0,0,7,1,0,366,0,0,866,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,462,0,0,3,0,0,3,0,1441
1239849,0,0,0,0,53,1,0,28,0,0,0,0,0,0,0,0,0,26,0,28,0,0,11,63,0,1,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
1239850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1240893,0,0,0,1,6,1,0,0,0,0,2,1793,0,1,0,0,1,926,0,0,0,14,0,0,2,4,2,0,0,0,0,5,0,0,0,0,4033,0,0,0,0,1,0,0,0,1592,0,0
1240894,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1240895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1240999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1241290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1241546,0,0,0,0,0,0,0,0,0,39,0,0,0,3,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,74,0,0,0,0,0,0,0
1241668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1241670,0,20,0,11,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,18,50,0,0,0,0,1,0,123,0,1,1,0,0,0,0,0,0,15,6,0,0,0,0,0,0
1241674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242420,0,0,0,0,0,0,0,0,0,0,0,70,0,1,1,0,81,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
1242421,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1243362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1243363,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,5,0,0,0,0,0
1243443,0,0,0,0,0,1,0,0,0,0,0,54,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
1243464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1243465,0,0,0,45,0,0,0,0,0,0,1,14,0,1,0,0,44,1,0,35,0,2,0,1,0,0,0,253,0,0,3,0,0,0,0,0,2,98,0,0,13,0,0,0,8,0,0,0
1243466,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,1,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0
1243689,0,0,0,61,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,6,0
1246575,7,0,0,0,0,0,0,0,0,22,0,0,14,0,0,0,15,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,49,0,0,0,0,19,0,47,0,0
1246577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1247730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247732,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1247919,0,0,0,0,0,0,0,0,22,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0
1249241,0,0,0,0,0,0,0,0,30,0,0,0,0,0,4,0,0,0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
1249269,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1249270,0,50,0,0,0,0,0,0,0,0,0,0,0,0,2,0,56,0,0,0,0,0,0,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58,17,0,0,0,0,0,1,16,51
1249328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249329,220,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,12,258,0,9,1,0,0,0,0,1,2244,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,302,0,0,1,0,0
1249330,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,37,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
1249581,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
1249710,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0
1249921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249924,0,0,0,0,0,0,0,0,0,0,37,0,0,1,0,14,2,0,0,0,0,0,1,0,0,350,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16,0,0,0
1250001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250003,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,13,0,0,0,0
1250288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250289,0,2,0,0,0,0,0,0,0,0,64,0,0,13,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,0,0,0,266,0,123,0,0,0,0,1,0,0
1250290,0,271,0,0,0,0,0,0,0,0,0,157,2,1,0,0,0,8,188,161,0,6,0,2,0,0,0,0,0,0,0,682,0,5,840,0,0,0,1,0,0,68,0,0,0,1,35,1
1250291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1250292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1250296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1250591,0,0,0,0,0,0,0,0,0,0,38,0,14,0,0,1,0,0,0,0,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0
1250592,1,0,0,0,0,0,0,0,135,0,0,0,0,2,0,3,0,0,95,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
1250872,0,0,0,0,1,0,0,0,0,0,1,215,112,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0
1250873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250912,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,15,0
1251034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1251036,4865,0,0,0,0,1,0,0,7,0,553,0,1,0,0,199,0,0,0,0,7,1699,2,0,1,2,0,7,0,8,2,0,1,0,0,0,2,0,0,1,0,11,0,505,0,7,0,1
1251037,3,0,0,0,0,0,0,0,0,51,0,0,56,0,2,0,0,0,0,0,301,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,165,1,3,0,1,0,0
1251525,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,8,0,0,0,0
1252708,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0
1253183,0,0,0,0,0,0,0,6,449,2,0,0,0,0,9,0,0,2121,3,0,1589,1,3,0,0,9,2,0,0,1,0,0,1,0,0,2,0,6,0,105,0,0,1,0,0,10,0,344
1253184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253256,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,6,0,0,0,0,0,0
1253458,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,21,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,1,0,0
1253694,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
1253800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253801,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
1253802,0,0,0,0,0,0,0,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,11,0,0
1253803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1253942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253944,0,0,17,14,0,0,0,30,0,0,0,0,0,1,0,0,0,13,0,19,32,0,0,36,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,1,17,17
1254123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254124,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
